2017-12-01 10:03:08.336 +01:00 [Information] Server=localhost\SQLEXPRESS;Database=evomanagerdb;Trusted_Connection=True;
2017-12-01 10:06:05.989 +01:00 [Information] Path /
2017-12-01 10:06:08.629 +01:00 [Information] New Token CfDJ8IrF9M25U-tEjTLd1rxV3viuJ1QgWAo7hS7BB5Lq3lFLvd4bp0Xv3MoE7yX5ACN8xJ5Xp4ES2-KiVPXjuYhQmJ8QKf2XFdQawo1RfmSZzP4fF4xcYNtQhjmW52fLh72QE3OHQCpAzXCaTy37sfMloqYoKIFbnW6cmzsxCN1m8Y7LP-qWoQcQP4waSGH9trvYFQ
2017-12-01 10:09:05.008 +01:00 [Information] Path /login
2017-12-01 10:11:23.490 +01:00 [Information] Path /api/project/current/active/list
2017-12-01 10:11:38.247 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-12-01 10:11:47.620 +01:00 [Information] Path /api/project/current/active/list
2017-12-01 10:12:03.608 +01:00 [Information] Path /api/user/logout
2017-12-01 10:12:03.970 +01:00 [Information] Kilepes: True
2017-12-01 10:12:04.076 +01:00 [Information] Path /api/xsrftoken/get
2017-12-01 10:12:11.093 +01:00 [Information] Path /api/user/login
2017-12-01 10:12:14.004 +01:00 [Information] Belepes: False
2017-12-01 10:12:14.119 +01:00 [Information] Path /api/xsrftoken/get
2017-12-01 10:12:21.810 +01:00 [Information] Path /api/project/subscriber/list
2017-12-01 10:12:38.800 +01:00 [Information] Path /api/project/current/active/list
2017-12-01 10:12:51.043 +01:00 [Information] Path /api/project/subscribes/student/modify
2017-12-01 10:13:02.601 +01:00 [Information] Path /api/project/current/active/list
2017-12-01 10:13:20.172 +01:00 [Information] Path /api/project/subscriber/list
2017-12-01 10:13:33.625 +01:00 [Information] Path /api/projectdetails/teammembers/add
2017-12-01 10:14:02.447 +01:00 [Information] Path /api/user/logout
2017-12-01 10:14:02.711 +01:00 [Information] Kilepes: True
2017-12-01 10:14:02.767 +01:00 [Information] Path /api/xsrftoken/get
2017-12-01 10:14:10.209 +01:00 [Information] Path /api/user/login
2017-12-01 10:14:12.646 +01:00 [Information] Belepes: False
2017-12-01 10:14:12.693 +01:00 [Information] Path /api/xsrftoken/get
2017-12-01 10:22:40.273 +01:00 [Information] Path /api/project/subscriber/list
2017-12-01 10:22:51.530 +01:00 [Information] Path /api/project/current/active/list
2017-12-01 11:07:14.453 +01:00 [Information] Server=localhost\SQLEXPRESS;Database=evomanagerdb;Trusted_Connection=True;
2017-12-01 11:09:57.591 +01:00 [Information] Path /
2017-12-01 11:09:57.664 +01:00 [Information] New Token CfDJ8IrF9M25U-tEjTLd1rxV3vhZPrTRMPhkR5dKB9hB2HQxi-i5E-Bt0NA1rGX9KtBQF-Elc-z_I2IvU_RGdf7fLOQtDlpMRzniQ16V8HzFS8V8CdNJZ5B1c4-oWOswngRl0taXp9bTfMKA0AlptRfujCe4xGoFmQVepk_opiNyDSmh_iz8nnhrcc3tQYby-nxaqg
2017-12-01 11:13:13.320 +01:00 [Information] Path /api/project/subscriber/list
2017-12-01 11:14:39.525 +01:00 [Information] Path /api/project/current/active/list
2017-12-01 11:15:08.548 +01:00 [Information] Path /api/user/list
2017-12-01 11:15:08.859 +01:00 [Information] Supporting role True
2017-12-01 11:15:22.329 +01:00 [Information] Path /api/user/logout
2017-12-01 11:15:22.564 +01:00 [Information] Kilepes: True
2017-12-01 11:15:22.943 +01:00 [Information] Path /api/xsrftoken/get
2017-12-01 11:15:35.274 +01:00 [Information] Path /api/user/login
2017-12-01 11:15:36.746 +01:00 [Information] Belepes: False
2017-12-01 11:15:36.860 +01:00 [Information] Path /api/xsrftoken/get
2017-12-01 11:15:40.513 +01:00 [Information] Path /api/campus/current
2017-12-01 11:15:44.742 +01:00 [Information] Path /api/campus/apply
2017-12-01 11:16:16.897 +01:00 [Information] Path /api/user/list
2017-12-01 11:16:17.106 +01:00 [Information] Supporting role True
2017-12-01 11:16:27.704 +01:00 [Information] Path /api/user/logout
2017-12-01 11:16:27.879 +01:00 [Information] Kilepes: True
2017-12-01 11:16:27.912 +01:00 [Information] Path /api/xsrftoken/get
2017-12-01 11:16:34.006 +01:00 [Information] Path /api/user/login
2017-12-01 11:16:34.611 +01:00 [Information] Belepes: False
2017-12-01 11:16:34.645 +01:00 [Information] Path /api/xsrftoken/get
2017-12-01 11:16:37.869 +01:00 [Information] Path /api/campus/current/participations
2017-12-01 11:17:04.287 +01:00 [Information] Path /api/project/subscriber/list
2017-12-01 11:17:14.396 +01:00 [Information] Path /api/campus/current/participations
2017-12-01 11:17:56.448 +01:00 [Information] Path /api/user/logout
2017-12-01 11:17:56.682 +01:00 [Information] Kilepes: True
2017-12-01 11:17:56.764 +01:00 [Information] Path /api/xsrftoken/get
2017-12-01 11:18:08.024 +01:00 [Information] Path /api/user/login
2017-12-01 11:18:08.668 +01:00 [Information] Belepes: False
2017-12-01 11:18:08.720 +01:00 [Information] Path /api/xsrftoken/get
2017-12-01 11:18:12.656 +01:00 [Information] Path /api/project/current/active/list
2017-12-01 11:18:25.443 +01:00 [Information] Path /api/user/logout
2017-12-01 11:18:25.646 +01:00 [Information] Kilepes: True
2017-12-01 11:18:25.701 +01:00 [Information] Path /api/xsrftoken/get
2017-12-01 11:18:33.518 +01:00 [Information] Path /api/user/login
2017-12-01 11:18:34.110 +01:00 [Information] Belepes: False
2017-12-01 11:18:34.170 +01:00 [Information] Path /api/xsrftoken/get
2017-12-01 11:18:48.192 +01:00 [Information] Path /api/project/current/list
2017-12-01 11:18:48.722 +01:00 [Information] Path /Account/AccessDenied
2017-12-01 11:18:53.645 +01:00 [Information] Path /api/campus/current/participations
2017-12-01 11:19:17.937 +01:00 [Information] Path /api/project/current/active/list
2017-12-01 11:19:26.815 +01:00 [Information] Path /api/user/logout
2017-12-01 11:19:26.986 +01:00 [Information] Kilepes: True
2017-12-01 11:19:27.059 +01:00 [Information] Path /api/xsrftoken/get
2017-12-01 11:19:34.759 +01:00 [Information] Path /api/user/login
2017-12-01 11:19:35.225 +01:00 [Information] Belepes: False
2017-12-01 11:19:35.257 +01:00 [Information] Path /api/xsrftoken/get
2017-12-01 11:19:38.594 +01:00 [Information] Path /api/project/subscriber/list
2017-12-01 11:19:42.059 +01:00 [Information] Path /api/project/current/list
2017-12-01 11:19:45.573 +01:00 [Information] Path /api/project/current/active/list
2017-12-01 11:20:02.841 +01:00 [Information] Path /api/campus/current/participations
2017-12-01 11:20:21.745 +01:00 [Information] Path /api/user/logout
2017-12-01 11:20:21.968 +01:00 [Information] Kilepes: True
2017-12-01 11:20:22.004 +01:00 [Information] Path /api/xsrftoken/get
2017-12-01 11:20:32.986 +01:00 [Information] Path /api/user/login
2017-12-01 11:20:33.468 +01:00 [Information] Belepes: False
2017-12-01 11:20:33.535 +01:00 [Information] Path /api/xsrftoken/get
2017-12-01 11:20:36.778 +01:00 [Information] Path /api/project/current/active/list
2017-12-01 11:20:53.413 +01:00 [Information] Path /api/campus/current/participations
2017-12-01 11:21:15.207 +01:00 [Information] Path /api/user/logout
2017-12-01 11:21:15.390 +01:00 [Information] Kilepes: True
2017-12-01 11:21:15.439 +01:00 [Information] Path /api/xsrftoken/get
2017-12-01 11:21:34.672 +01:00 [Information] Path /api/user/login
2017-12-01 11:21:35.394 +01:00 [Information] Belepes: False
2017-12-01 11:21:35.469 +01:00 [Information] Path /api/xsrftoken/get
2017-12-01 11:21:39.999 +01:00 [Information] Path /api/user/list
2017-12-01 11:21:40.123 +01:00 [Information] Supporting role True
2017-12-01 12:06:43.264 +01:00 [Information] Path /users
2017-12-01 12:08:47.693 +01:00 [Information] Path /
2017-12-01 12:08:48.088 +01:00 [Information] New Token CfDJ8IrF9M25U-tEjTLd1rxV3vgIH6Wh8Y5Kpj3drMo5CT-lBUOTFkEAX8O7eRTmGxiAklvYninLKU4M2pN9xqc28VK6TFqNGf_qbFqzXL8pJbX0f_q3jOYQFuNEL3n_kcYiruRghTOKrOBIAdzrMI3luLGtIOLd4zzb2Jo1YycRl4FWBdwVVa_zaoY5_jUV39eEmQ
2017-12-01 12:12:19.302 +01:00 [Information] Path /users
2017-12-01 12:12:51.361 +01:00 [Information] Path /api/user/list
2017-12-01 12:12:51.805 +01:00 [Information] Supporting role True
2017-12-01 12:15:30.856 +01:00 [Information] Path /api/user/add
2017-12-01 12:15:36.352 +01:00 [Information] Path /api/user/list
2017-12-01 12:15:36.365 +01:00 [Information] Supporting role True
2017-12-01 12:16:09.645 +01:00 [Information] Path /api/user/logout
2017-12-01 12:16:10.000 +01:00 [Information] Kilepes: True
2017-12-01 12:16:10.059 +01:00 [Information] Path /api/xsrftoken/get
2017-12-01 12:16:20.067 +01:00 [Information] Path /api/user/login
2017-12-01 12:16:20.652 +01:00 [Information] Belepes: False
2017-12-01 12:16:20.797 +01:00 [Information] Path /api/xsrftoken/get
2017-12-01 12:16:27.536 +01:00 [Information] Path /api/campus/current
2017-12-01 12:16:33.812 +01:00 [Information] Path /api/campus/apply
2017-12-01 12:16:48.563 +01:00 [Information] Path /api/project/current/active/list
2017-12-01 12:17:05.695 +01:00 [Information] Path /api/project/subscribe
2017-12-01 12:17:08.020 +01:00 [Information] Path /api/project/current/active/list
2017-12-01 12:17:15.235 +01:00 [Information] Path /api/user/logout
2017-12-01 12:17:15.585 +01:00 [Information] Kilepes: True
2017-12-01 12:17:15.798 +01:00 [Information] Path /api/xsrftoken/get
2017-12-01 12:17:29.563 +01:00 [Information] Path /api/user/login
2017-12-01 12:17:30.048 +01:00 [Information] Belepes: False
2017-12-01 12:17:30.222 +01:00 [Information] Path /api/xsrftoken/get
2017-12-01 12:17:34.591 +01:00 [Information] Path /api/project/current/active/list
2017-12-01 12:17:45.121 +01:00 [Information] Path /api/user/logout
2017-12-01 12:17:45.356 +01:00 [Information] Kilepes: True
2017-12-01 12:17:45.438 +01:00 [Information] Path /api/xsrftoken/get
2017-12-01 12:17:53.161 +01:00 [Information] Path /api/user/login
2017-12-01 12:17:53.762 +01:00 [Information] Belepes: False
2017-12-01 12:17:53.878 +01:00 [Information] Path /api/xsrftoken/get
2017-12-01 12:17:57.944 +01:00 [Information] Path /api/project/subscriber/list
2017-12-01 12:18:35.292 +01:00 [Information] Path /api/project/current/active/list
2017-12-01 12:18:45.568 +01:00 [Information] Path /api/project/subscribes/student/modify
2017-12-01 12:18:51.675 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-12-01 12:18:56.401 +01:00 [Information] Path /api/project/subscriber/list
2017-12-01 12:19:17.476 +01:00 [Information] Path /api/projectdetails/teammembers/add
2017-12-01 12:19:29.630 +01:00 [Information] Path /api/project/current/active/list
2017-12-01 12:19:38.137 +01:00 [Information] Path /api/user/logout
2017-12-01 12:19:38.262 +01:00 [Information] Kilepes: True
2017-12-01 12:19:38.347 +01:00 [Information] Path /api/xsrftoken/get
2017-12-01 12:19:45.112 +01:00 [Information] Path /api/user/login
2017-12-01 12:19:58.786 +01:00 [Information] Path /api/user/login
2017-12-01 12:20:07.234 +01:00 [Information] Path /api/user/login
2017-12-01 12:20:07.638 +01:00 [Information] Belepes: False
2017-12-01 12:20:07.710 +01:00 [Information] Path /api/xsrftoken/get
2017-12-01 12:20:46.952 +01:00 [Information] Path /api/project/subscriber/list
2017-12-01 12:20:57.970 +01:00 [Information] Path /api/projectdetails/teammembers/add
2017-12-01 12:21:19.501 +01:00 [Information] Path /api/project/current/active/list
2017-12-01 12:21:23.828 +01:00 [Information] Path /api/project/subscriber/list
2017-12-01 12:21:33.977 +01:00 [Information] Path /api/project/current/active/list
2017-12-01 12:21:42.733 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-12-01 12:21:45.481 +01:00 [Information] Path /api/projectdetails/projectmeetings/details/1bf520b7-c252-4a94-96c4-d09b970a0e97
2017-12-01 12:30:28.794 +01:00 [Information] Path /projectmeetings/details/1bf520b7-c252-4a94-96c4-d09b970a0e97
2017-12-01 12:30:44.125 +01:00 [Information] Path /api/projectdetails/projectmeetings/details/1bf520b7-c252-4a94-96c4-d09b970a0e97
2017-12-01 12:36:20.008 +01:00 [Information] Path /projectmeetings/details/1bf520b7-c252-4a94-96c4-d09b970a0e97
2017-12-01 12:36:33.646 +01:00 [Information] Path /api/projectdetails/projectmeetings/details/1bf520b7-c252-4a94-96c4-d09b970a0e97
