2017-11-09 00:13:53.760 +01:00 [Information] Server=localhost\SQLEXPRESS;Database=evomanagerdb;Trusted_Connection=True;
2017-11-09 06:16:18.259 +01:00 [Information] Path /
2017-11-09 06:16:18.511 +01:00 [Information] New Token CfDJ8Ny3EdM3ZS5LtWSy5cml2yEMZWvAYk0YSnbpWpqZCdVSKrb-Gr4qDpKvTRFi1Y3NmB9-XrM9v4KmE1iv4V9IsHMLmmuAZrA_bDeUi47e6mkjYIRQVPZNh4UJCyBcQewTi1d42ZX0IddWzDghU6aESBz03fxUd1ILkT1jP0knykzEDOxiXmJx4vJal-ugVmK7rA
2017-11-09 06:27:23.768 +01:00 [Information] Path /api/user/logout
2017-11-09 06:27:25.425 +01:00 [Information] Kilepes: True
2017-11-09 06:27:27.852 +01:00 [Information] Path /api/xsrftoken/get
2017-11-09 06:28:58.752 +01:00 [Information] Path /login
2017-11-09 06:30:09.233 +01:00 [Information] Path /api/project/subscriber/list
2017-11-09 06:30:13.310 +01:00 [Information] Path /Account/Login
2017-11-09 07:43:34.444 +01:00 [Information] Server=localhost\SQLEXPRESS;Database=evomanagerdb;Trusted_Connection=True;
2017-11-09 07:45:38.411 +01:00 [Information] Path /login
2017-11-09 11:19:38.646 +01:00 [Information] Path /login
2017-11-09 11:24:38.303 +01:00 [Information] Path /api/user/login
2017-11-09 11:24:51.508 +01:00 [Information] Path /api/user/login
2017-11-09 11:24:56.337 +01:00 [Information] Belepes: False
2017-11-09 11:24:57.440 +01:00 [Information] Belepes: False
2017-11-09 11:24:58.251 +01:00 [Information] Path /api/xsrftoken/get
2017-11-09 11:24:58.659 +01:00 [Information] Path /api/xsrftoken/get
2017-11-09 11:25:25.881 +01:00 [Information] Path /api/project/subscriber/list
2017-11-09 11:25:41.595 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-09 11:25:42.331 +01:00 [Information] Path /Account/AccessDenied
2017-11-09 11:25:50.606 +01:00 [Information] Path /api/project/subscriber/list
2017-11-09 11:25:57.572 +01:00 [Information] Path /api/projectdetails/projectleaders/add
2017-11-09 11:26:11.925 +01:00 [Information] Path /api/projectdetails/projectleaders/add
2017-11-09 11:26:19.675 +01:00 [Information] Path /subscribe/list
2017-11-09 11:26:31.698 +01:00 [Information] Path /api/project/subscriber/list
2017-11-09 11:26:53.297 +01:00 [Information] Path /api/projectdetails/projectleaders/add
2017-11-09 11:27:04.175 +01:00 [Information] Path /api/user/logout
2017-11-09 11:27:04.446 +01:00 [Information] Kilepes: True
2017-11-09 11:27:04.571 +01:00 [Information] Path /api/xsrftoken/get
2017-11-09 11:27:12.653 +01:00 [Information] Path /api/user/login
2017-11-09 11:27:13.448 +01:00 [Information] Belepes: False
2017-11-09 11:27:13.823 +01:00 [Information] Path /api/xsrftoken/get
2017-11-09 11:27:19.159 +01:00 [Information] Path /api/project/subscriber/list
2017-11-09 11:27:24.827 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-09 11:29:46.356 +01:00 [Information] Path /projectmeetings/list
2017-11-09 11:30:05.721 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-09 11:34:10.834 +01:00 [Information] Path /projectmeetings/list
2017-11-09 12:55:21.357 +01:00 [Information] Path /projectmeetings/list
2017-11-09 12:55:34.229 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-09 13:09:12.539 +01:00 [Information] Path /
2017-11-09 13:09:12.941 +01:00 [Information] New Token CfDJ8Ny3EdM3ZS5LtWSy5cml2yEpns-cqc0mLNeM9W0WGmEaEOh8hnKVv4KjvquLgFfq1uJLa0fa9CBBMrVkcIav796Ce6Z3O_R1v_59NGrRJccsBuU9FnBDXJ8WFMzuD-Tx-iP8t6TCzaOf6gcHKOdJwGOSJJn2bFyTRepOsPIrvCEXS8UElUlqr0FEJEvtnMs6Jw
2017-11-09 13:16:36.575 +01:00 [Information] Path /
2017-11-09 13:16:36.585 +01:00 [Information] New Token CfDJ8Ny3EdM3ZS5LtWSy5cml2yEkHMiYx5yIWNuscS537XBTKqkEaCZClz87FiHv3eU1lClIK_TNuTp4mp1I-6ijhspFH_KxgT6mFlaA0yt3cbOw_fm_GPnnVIn3fmnf65JQrYbHcH0KjZJo81X_5vVTZzqERQfT8uen-3qStCKwnnIr7o7C0dSqC4i5qKpNeqJbjg
2017-11-09 13:17:17.018 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-09 13:18:10.419 +01:00 [Information] Path /projectmeetings/list
2017-11-09 13:18:20.603 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-09 13:19:43.015 +01:00 [Information] Path /projectmeetings/list
2017-11-09 13:20:05.203 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-09 13:22:51.248 +01:00 [Information] Path /projectmeetings/list
2017-11-09 13:23:07.619 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-09 13:25:00.164 +01:00 [Information] Path /projectmeetings/list
2017-11-09 13:25:23.856 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-09 13:26:41.923 +01:00 [Information] Path /projectmeetings/list
2017-11-09 13:26:58.557 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-09 13:30:02.705 +01:00 [Information] Path /projectmeetings/list
2017-11-09 13:30:16.714 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-09 13:31:43.058 +01:00 [Information] Path /projectmeetings/list
2017-11-09 13:31:56.474 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-09 13:33:38.933 +01:00 [Information] Path /projectmeetings/list
2017-11-09 13:33:54.800 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-09 13:42:00.940 +01:00 [Information] Path /projectmeetings/list
2017-11-09 13:42:04.567 +01:00 [Information] Path /projectmeetings/list
2017-11-09 13:43:11.100 +01:00 [Information] Path /projectmeetings/list
2017-11-09 13:43:46.202 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-09 13:45:44.080 +01:00 [Information] Path /projectmeetings/list
2017-11-09 13:46:48.841 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-09 13:47:11.211 +01:00 [Information] Path /projectmeetings/list
2017-11-09 13:48:07.367 +01:00 [Information] Path /projectmeetings/list
2017-11-09 13:48:31.224 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-09 13:49:00.250 +01:00 [Information] Path /api/project/current/active/list
2017-11-09 13:49:11.962 +01:00 [Information] Path /api/project/subscriber/list
2017-11-09 13:49:26.550 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-11-09 13:49:55.235 +01:00 [Information] Path /api/campus/list
