2017-11-18 12:02:54.014 +01:00 [Information] Server=localhost\SQLEXPRESS;Database=evomanagerdb;Trusted_Connection=True;
2017-11-18 12:11:25.681 +01:00 [Information] Path /
2017-11-18 12:11:25.823 +01:00 [Information] New Token CfDJ8Ny3EdM3ZS5LtWSy5cml2yHudNT3pk2qQ9J-w9dDbu5x_1zlCmIrzJ5pOQeWrYSBUvPQhFd-4Zykt8aHMBvcjcfd9TynnJo9mRY9jJJNPEms-O7hV30YIt-V8fK5F-evChPm7xId6GvNPbL-fAPAPVSWE9wZUOh_Up6NslIAO4j4-_yAadDXEjva35ozw8babA
2017-11-18 12:16:43.725 +01:00 [Information] Path /api/user/logout
2017-11-18 12:16:44.052 +01:00 [Information] Kilepes: True
2017-11-18 12:16:44.118 +01:00 [Information] Path /api/xsrftoken/get
2017-11-18 12:16:53.355 +01:00 [Information] Path /api/user/login
2017-11-18 12:16:54.633 +01:00 [Information] Belepes: False
2017-11-18 12:16:54.770 +01:00 [Information] Path /api/xsrftoken/get
2017-11-18 12:23:54.675 +01:00 [Information] Path /api/user/logout
2017-11-18 12:23:54.785 +01:00 [Information] Kilepes: True
2017-11-18 12:23:54.901 +01:00 [Information] Path /api/xsrftoken/get
2017-11-18 12:23:56.093 +01:00 [Information] Path /api/user/login
2017-11-18 12:23:56.239 +01:00 [Information] Path /api/user/login
2017-11-18 12:23:56.435 +01:00 [Information] Path /api/user/login
2017-11-18 12:23:57.565 +01:00 [Information] Belepes: False
2017-11-18 12:23:57.565 +01:00 [Information] Belepes: False
2017-11-18 12:23:57.566 +01:00 [Information] Belepes: False
2017-11-18 12:23:57.630 +01:00 [Information] Path /api/xsrftoken/get
2017-11-18 12:23:57.781 +01:00 [Information] Path /api/xsrftoken/get
2017-11-18 12:23:57.913 +01:00 [Information] Path /api/xsrftoken/get
2017-11-18 12:24:01.698 +01:00 [Information] Path /api/project/subscriber/list
2017-11-18 12:24:26.850 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 12:50:31.114 +01:00 [Information] Path /subscribe/list
2017-11-18 12:51:07.874 +01:00 [Information] Path /api/project/subscriber/list
2017-11-18 13:18:32.752 +01:00 [Information] Path /subscribe/list
2017-11-18 13:20:52.615 +01:00 [Information] Path /subscribe/list
2017-11-18 13:25:02.947 +01:00 [Information] Path /subscribe/list
2017-11-18 13:25:19.989 +01:00 [Information] Path /api/project/subscriber/list
2017-11-18 13:25:33.637 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 13:25:46.463 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 13:25:52.476 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 13:26:09.555 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 13:30:50.473 +01:00 [Information] Path /subscribe/list
2017-11-18 13:31:02.812 +01:00 [Information] Path /api/project/subscriber/list
2017-11-18 13:31:34.193 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 13:31:37.705 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 13:31:42.985 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 13:31:48.753 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 13:31:53.467 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 13:31:56.865 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 13:35:14.626 +01:00 [Information] Path /subscribe/list
2017-11-18 13:35:26.718 +01:00 [Information] Path /api/project/subscriber/list
2017-11-18 13:36:03.651 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 13:36:08.497 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 14:25:48.197 +01:00 [Information] Path /subscribe/list
2017-11-18 14:26:24.067 +01:00 [Information] Path /api/project/subscriber/list
2017-11-18 14:43:20.361 +01:00 [Information] Path /subscribe/list
2017-11-18 14:43:51.822 +01:00 [Information] Path /api/project/subscriber/list
2017-11-18 14:44:38.312 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 14:44:55.222 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 14:53:27.844 +01:00 [Information] Path /subscribe/list
2017-11-18 14:54:02.269 +01:00 [Information] Path /api/project/subscriber/list
2017-11-18 14:54:24.380 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 14:54:39.304 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 14:54:47.933 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 14:57:42.178 +01:00 [Information] Path /subscribe/list
2017-11-18 14:59:05.059 +01:00 [Information] Path /subscribe/list
2017-11-18 14:59:17.134 +01:00 [Information] Path /api/project/subscriber/list
2017-11-18 14:59:38.468 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 14:59:52.363 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 15:00:03.321 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 15:00:13.865 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 15:00:19.651 +01:00 [Information] Path /api/projectdetails/projectleaders/add
2017-11-18 15:01:11.115 +01:00 [Information] Path /api/campus/current/participations
2017-11-18 15:17:39.761 +01:00 [Information] Path /api/project/subscriber/list
2017-11-18 15:18:08.887 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 15:21:48.035 +01:00 [Information] Path /api/campus/current/participations
2017-11-18 15:25:02.060 +01:00 [Information] Path /api/project/subscriber/list
2017-11-18 15:26:46.128 +01:00 [Information] Path /api/projectdetails/teammembers/add
2017-11-18 15:28:25.293 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 15:28:33.613 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 15:28:41.644 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 15:28:49.890 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 15:29:04.225 +01:00 [Information] Path /subscribe/list
2017-11-18 15:29:28.100 +01:00 [Information] Path /api/project/subscriber/list
2017-11-18 16:20:54.834 +01:00 [Information] Path /subscribe/list
2017-11-18 16:36:50.555 +01:00 [Information] Path /subscribe/list
2017-11-18 16:37:10.255 +01:00 [Information] Path /api/project/subscriber/list
2017-11-18 16:49:43.916 +01:00 [Information] Path /subscribe/list
2017-11-18 16:50:02.266 +01:00 [Information] Path /api/project/subscriber/list
2017-11-18 16:50:10.860 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 16:50:31.371 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 16:50:47.694 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 16:50:57.009 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 16:54:38.214 +01:00 [Information] Path /subscribe/list
2017-11-18 16:55:05.032 +01:00 [Information] Path /api/project/subscriber/list
2017-11-18 16:55:32.302 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 16:55:41.988 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 16:55:49.314 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 16:55:54.124 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 16:56:02.166 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 16:56:10.154 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 16:56:16.074 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 16:56:20.820 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 16:56:26.996 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 16:56:35.625 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 16:56:45.163 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 16:56:51.215 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 17:05:50.694 +01:00 [Information] Path /subscribe/list
2017-11-18 17:06:10.747 +01:00 [Information] Path /api/project/subscriber/list
2017-11-18 17:06:38.889 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 17:07:03.455 +01:00 [Information] Path /api/project/subscriber/list
2017-11-18 17:07:09.898 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 17:07:20.217 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 17:07:41.517 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 17:09:40.179 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 17:09:46.173 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 17:09:58.490 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 17:14:11.137 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 17:14:27.003 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 17:15:30.780 +01:00 [Information] Path /subscribe/list
2017-11-18 17:16:12.497 +01:00 [Information] Path /api/project/subscriber/list
2017-11-18 17:16:24.649 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 17:16:42.831 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 17:17:13.953 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 17:17:54.376 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 17:18:08.698 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 17:20:53.087 +01:00 [Information] Path /subscribe/list
2017-11-18 17:21:10.228 +01:00 [Information] Path /api/project/subscriber/list
2017-11-18 17:21:20.485 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 17:21:36.420 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 17:26:23.319 +01:00 [Information] Path /subscribe/list
2017-11-18 17:27:07.110 +01:00 [Information] Path /api/project/subscriber/list
2017-11-18 17:27:15.644 +01:00 [Information] Path /api/projectdetails/teammembers/add
2017-11-18 17:27:21.440 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 17:27:28.618 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 17:27:37.839 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 17:27:43.963 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 17:31:07.588 +01:00 [Information] Path /subscribe/list
2017-11-18 17:31:21.762 +01:00 [Information] Path /api/project/subscriber/list
2017-11-18 17:31:29.088 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 17:31:38.010 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 17:31:47.762 +01:00 [Information] Path /subscribe/list
2017-11-18 17:31:55.918 +01:00 [Information] Path /api/project/subscriber/list
2017-11-18 17:32:09.522 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 17:32:16.669 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 17:45:42.504 +01:00 [Information] Path /subscribe/list
2017-11-18 17:46:09.924 +01:00 [Information] Path /api/project/subscriber/list
2017-11-18 17:48:54.923 +01:00 [Information] Path /subscribe/list
2017-11-18 17:49:06.866 +01:00 [Information] Path /api/project/subscriber/list
2017-11-18 17:49:24.076 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 17:49:33.527 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 17:55:50.320 +01:00 [Information] Path /subscribe/list
2017-11-18 17:56:03.945 +01:00 [Information] Path /api/project/subscriber/list
2017-11-18 17:56:22.421 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 17:56:31.865 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 17:56:41.202 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 17:56:47.658 +01:00 [Information] Path /api/project/current/active/list
2017-11-18 21:55:18.371 +01:00 [Information] Server=localhost\SQLEXPRESS;Database=evomanagerdb;Trusted_Connection=True;
2017-11-18 22:00:31.275 +01:00 [Information] Path /subscribe/list
2017-11-18 22:02:19.607 +01:00 [Information] Path /api/project/subscriber/list
2017-11-18 22:02:32.321 +01:00 [Information] Path /api/user/list
2017-11-18 22:02:32.990 +01:00 [Information] Supporting role True
2017-11-18 22:07:07.395 +01:00 [Information] Path /api/campus/list
