2017-12-03 11:47:18.316 +01:00 [Information] Server=localhost\SQLEXPRESS;Database=evomanagerdb;Trusted_Connection=True;
2017-12-03 12:12:42.140 +01:00 [Information] Path /
2017-12-03 12:12:42.270 +01:00 [Information] New Token CfDJ8IrF9M25U-tEjTLd1rxV3vi2iJBJLqSomyRhsZ9GVJltsXvxXsbhn1TdP8YG-0xQa84bQI_oX316vQyFb9LdSgoginoOkQZ7pRdZhesBlSjKv8P8Hi4Qf7Og58osFGW8VbtA7GOQRzAMiyBh-oAiPj6U2a3rqaq7XVaDiFK_uiT-uvkih6JyjGTSHjbNWfbm2w
2017-12-03 12:14:03.231 +01:00 [Information] Path /api/user/logout
2017-12-03 12:14:03.918 +01:00 [Information] Kilepes: True
2017-12-03 12:14:04.196 +01:00 [Information] Path /api/xsrftoken/get
2017-12-03 12:14:13.382 +01:00 [Information] Path /api/user/login
2017-12-03 12:14:14.736 +01:00 [Information] Belepes: False
2017-12-03 12:14:14.896 +01:00 [Information] Path /api/xsrftoken/get
2017-12-03 12:14:18.057 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-12-03 12:14:36.155 +01:00 [Information] Path /api/projectdetails/projectmeetings/details/ab1382a1-24cc-4efb-a04e-fbbe901ec928
2017-12-03 12:16:56.438 +01:00 [Information] Path /api/project/subscriber/list
2017-12-03 12:17:10.596 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-12-03 12:17:18.014 +01:00 [Information] Path /projectmeetings/list
2017-12-03 12:17:32.853 +01:00 [Information] Path /api/projectdetails/projectmeetings/list
2017-12-03 12:17:47.788 +01:00 [Information] Path /api/projectdetails/projectmeetings/details/ab1382a1-24cc-4efb-a04e-fbbe901ec928
2017-12-03 12:22:03.252 +01:00 [Information] Path /projectmeetings/details/ab1382a1-24cc-4efb-a04e-fbbe901ec928
2017-12-03 12:22:39.395 +01:00 [Information] Path /api/projectdetails/projectmeetings/details/ab1382a1-24cc-4efb-a04e-fbbe901ec928
2017-12-03 12:31:16.374 +01:00 [Information] Path /projectmeetings/details/ab1382a1-24cc-4efb-a04e-fbbe901ec928
2017-12-03 12:31:43.712 +01:00 [Information] Path /api/projectdetails/projectmeetings/details/ab1382a1-24cc-4efb-a04e-fbbe901ec928
2017-12-03 12:36:13.931 +01:00 [Information] Path /projectmeetings/details/ab1382a1-24cc-4efb-a04e-fbbe901ec928
2017-12-03 12:36:28.771 +01:00 [Information] Path /api/projectdetails/projectmeetings/details/ab1382a1-24cc-4efb-a04e-fbbe901ec928
2017-12-03 12:48:26.050 +01:00 [Information] Path /projectmeetings/details/ab1382a1-24cc-4efb-a04e-fbbe901ec928
2017-12-03 12:48:41.069 +01:00 [Information] Path /api/projectdetails/projectmeetings/details/ab1382a1-24cc-4efb-a04e-fbbe901ec928
2017-12-03 12:49:12.463 +01:00 [Information] Path /api/projectdetails/projectmeetings/participations/save
2017-12-03 12:50:53.840 +01:00 [Information] Path /projectmeetings/details/ab1382a1-24cc-4efb-a04e-fbbe901ec928
2017-12-03 12:51:13.527 +01:00 [Information] Path /api/projectdetails/projectmeetings/details/ab1382a1-24cc-4efb-a04e-fbbe901ec928
2017-12-03 12:51:30.319 +01:00 [Information] Path /api/projectdetails/projectmeetings/participations/save
2017-12-03 13:16:03.525 +01:00 [Information] Path /projectmeetings/details/ab1382a1-24cc-4efb-a04e-fbbe901ec928
2017-12-03 13:17:37.183 +01:00 [Information] Path /api/projectdetails/projectmeetings/details/ab1382a1-24cc-4efb-a04e-fbbe901ec928
2017-12-03 13:20:34.521 +01:00 [Information] Path /projectmeetings/details/ab1382a1-24cc-4efb-a04e-fbbe901ec928
2017-12-03 13:20:55.217 +01:00 [Information] Path /api/projectdetails/projectmeetings/details/ab1382a1-24cc-4efb-a04e-fbbe901ec928
2017-12-03 13:25:00.932 +01:00 [Information] Path /projectmeetings/details/ab1382a1-24cc-4efb-a04e-fbbe901ec928
2017-12-03 13:25:08.855 +01:00 [Information] Path /api/projectdetails/projectmeetings/details/ab1382a1-24cc-4efb-a04e-fbbe901ec928
2017-12-03 13:42:10.780 +01:00 [Information] Path /projectmeetings/details/ab1382a1-24cc-4efb-a04e-fbbe901ec928
2017-12-03 13:42:39.455 +01:00 [Information] Path /api/projectdetails/projectmeetings/details/ab1382a1-24cc-4efb-a04e-fbbe901ec928
2017-12-03 13:50:57.549 +01:00 [Information] Path /projectmeetings/details/ab1382a1-24cc-4efb-a04e-fbbe901ec928
2017-12-03 13:51:15.583 +01:00 [Information] Path /api/projectdetails/projectmeetings/details/ab1382a1-24cc-4efb-a04e-fbbe901ec928
2017-12-03 13:54:03.561 +01:00 [Information] Path /projectmeetings/details/ab1382a1-24cc-4efb-a04e-fbbe901ec928
2017-12-03 13:54:31.171 +01:00 [Information] Path /api/projectdetails/projectmeetings/details/ab1382a1-24cc-4efb-a04e-fbbe901ec928
2017-12-03 13:56:20.410 +01:00 [Information] Path /projectmeetings/details/ab1382a1-24cc-4efb-a04e-fbbe901ec928
2017-12-03 13:56:33.941 +01:00 [Information] Path /api/projectdetails/projectmeetings/details/ab1382a1-24cc-4efb-a04e-fbbe901ec928
2017-12-03 14:07:42.535 +01:00 [Information] Path /projectmeetings/details/ab1382a1-24cc-4efb-a04e-fbbe901ec928
2017-12-03 14:08:17.627 +01:00 [Information] Path /api/projectdetails/projectmeetings/details/ab1382a1-24cc-4efb-a04e-fbbe901ec928
2017-12-03 14:12:53.373 +01:00 [Information] Path /projectmeetings/details/ab1382a1-24cc-4efb-a04e-fbbe901ec928
2017-12-03 14:13:06.790 +01:00 [Information] Path /api/projectdetails/projectmeetings/details/ab1382a1-24cc-4efb-a04e-fbbe901ec928
2017-12-03 14:55:37.992 +01:00 [Information] Path /projectmeetings/details/ab1382a1-24cc-4efb-a04e-fbbe901ec928
2017-12-03 14:56:05.647 +01:00 [Information] Path /api/projectdetails/projectmeetings/details/ab1382a1-24cc-4efb-a04e-fbbe901ec928
