2017-11-17 09:45:05.406 +01:00 [Information] Server=localhost\SQLEXPRESS;Database=evomanagerdb;Trusted_Connection=True;
2017-11-17 09:46:20.497 +01:00 [Information] Path /
2017-11-17 09:46:21.692 +01:00 [Information] New Token CfDJ8Ny3EdM3ZS5LtWSy5cml2yGcQqdasVwDdbf__TkhYeRIBxHdgJPpaTHmvY6iJ7--4KF3rWFT4-P7o9ZoN6OlMUPSFEkowPz-IiQpWa3SXNf33BZRaXvnEshlzZU6_v87toilVFOyL0cmAxY3vvjGac4
2017-11-17 09:49:31.097 +01:00 [Information] Path /login
2017-11-17 09:50:06.405 +01:00 [Information] Path /api/user/list
2017-11-17 09:50:06.668 +01:00 [Information] Supporting role True
2017-11-17 09:50:44.276 +01:00 [Information] Path /api/user/login
2017-11-17 09:50:45.936 +01:00 [Information] Belepes: False
2017-11-17 09:50:46.201 +01:00 [Information] Path /api/xsrftoken/get
2017-11-17 09:50:53.857 +01:00 [Information] Path /api/project/current/active/list
2017-11-17 10:35:25.476 +01:00 [Information] Server=localhost\SQLEXPRESS;Database=evomanagerdb;Trusted_Connection=True;
2017-11-17 10:39:03.049 +01:00 [Information] Path /subscribe/add
2017-11-17 10:39:41.355 +01:00 [Information] Path /api/project/current/active/list
2017-11-17 10:41:10.721 +01:00 [Information] Path /api/user/logout
2017-11-17 10:41:12.465 +01:00 [Information] Kilepes: True
2017-11-17 10:41:12.573 +01:00 [Information] Path /api/xsrftoken/get
2017-11-17 10:41:19.977 +01:00 [Information] Path /api/user/login
2017-11-17 10:41:23.098 +01:00 [Information] Belepes: False
2017-11-17 10:41:23.209 +01:00 [Information] Path /api/xsrftoken/get
2017-11-17 10:41:26.605 +01:00 [Information] Path /api/project/current/list
2017-11-17 10:41:31.534 +01:00 [Information] Path /api/project/current/active/list
2017-11-17 10:52:11.226 +01:00 [Information] Path /subscribe/add
2017-11-17 10:52:36.837 +01:00 [Information] Path /api/project/current/active/list
2017-11-17 10:52:47.824 +01:00 [Information] Path /api/project/subscribe
2017-11-17 11:09:11.871 +01:00 [Information] Path /subscribe/add
2017-11-17 11:09:49.727 +01:00 [Information] Path /api/project/current/active/list
2017-11-17 11:10:16.869 +01:00 [Information] Path /subscribe/add
2017-11-17 11:10:23.066 +01:00 [Information] Path /api/project/current/active/list
2017-11-17 11:10:45.944 +01:00 [Information] Path /api/user/logout
2017-11-17 11:10:46.134 +01:00 [Information] Kilepes: True
2017-11-17 11:10:46.228 +01:00 [Information] Path /api/xsrftoken/get
2017-11-17 11:10:48.401 +01:00 [Information] Path /api/user/list
